ROWID	_TargetItemID|INTEGER	_LimitEquipValue|INTEGER
1659	268480212	4
1660	268480213	4
1661	268480214	4
1662	268480215	4
1663	268480216	4
1664	268480217	4
1665	268480218	4
1666	268480219	4
1667	268480220	4
1668	268480221	4
1669	268480222	4
1670	268480223	4
1671	268480224	4
1672	268480225	4
1673	268480226	4
1674	268480227	4
1675	268480228	4
1676	268480229	4
1677	268480230	4
1678	268480231	4
1679	268480232	4
1680	268480233	4
1681	268480234	4
1682	268480235	4
1683	268480236	4
1684	268480237	4
1685	268480238	4
1686	268480239	4
1687	268480240	4
1688	268480241	4
1689	268480242	4
1690	268480243	4
1691	268480244	4
1692	268480245	4
1693	268480246	4
1694	268480247	4
1695	268480248	4
1696	268480249	4
1697	268480250	4
1698	268480251	4
1699	268480252	4
1700	268480253	4
1701	268480254	4
1702	268480255	4
1703	268480256	4
1704	268480257	4
1705	268480258	4
1706	268480259	4
1707	268480260	4
1708	268480261	4
1709	268480262	4
1710	268480263	4
1711	268480264	4
1712	268480265	4
1713	268480266	4
1714	268480267	4
1715	268480268	4
1716	268480269	4
1717	268480270	4
1718	268480271	4
1719	268480272	4
1720	268480273	4
1721	268480274	4
1722	268480275	4
1723	268480276	4
1724	268480277	4
1725	268480278	4
1726	268480279	4
1727	268480280	4
1728	268480281	4
1729	268480282	4
1730	268480283	4
1731	268480284	4
1732	268480285	4
1733	268480286	4
1734	268480287	4
1735	268480288	4
1736	268480289	4
1737	268480290	4
1738	268480291	4
1739	268480292	4
1740	268480293	4
1741	268480294	4
1742	268480295	4
1743	268480296	4
1744	268480297	4
1745	268480298	4
1746	268480299	4
1747	268480300	4
1748	268480301	4
1749	268480302	4
1750	268480303	4
1751	268480304	4
1752	268480305	4
1753	268480306	4
1754	268480307	4
1755	268480308	4
1756	268480309	4
1757	268480310	4
1758	268480311	4
1759	268480312	4
1760	268480313	4
1761	268480314	4
1762	268480315	4
1763	268480316	4
1764	268480317	4
1765	268480318	4
1766	268480319	4
1767	268480320	4
1768	268480321	4
1769	268480322	4
1770	268480323	4
1771	268480324	4
1772	268480325	4
1773	268480326	4
1774	268480327	4
1775	268480328	4
1776	268480329	4
1777	268480330	4
1778	268480331	4
1779	268480332	4
1780	268480333	4
1781	268480334	4
1782	268480335	4
1783	268480336	4
1784	268480337	4
1785	268480338	4
1786	268480339	4
1787	268480340	4
1788	268480341	4
1789	268480342	4
1790	268480343	4
1791	268480344	4
1792	268480345	4
1793	268480346	4
1794	268480347	4
1795	268480348	4
1796	268480349	4
1797	268480350	4
1798	268480351	4
1799	268480352	4
1800	268480353	4
1801	268480354	4
1802	268480355	4
1803	268480356	4
1804	268480357	4
1805	268480358	4
1806	268480359	4
1807	268480360	4
1808	268480361	4
1809	268480362	4
1810	268480363	4
1811	268480364	4
1812	268480365	4
1813	268480366	4
1814	268480367	4
1815	268480368	4
1816	268480369	4
1817	268480370	4
1818	268480371	4
1819	268480372	4
1820	268480373	4
1821	268480374	4
1822	268480375	4
1823	268480376	4
1824	268480377	4
1825	268480378	4
1826	268480379	4
1827	268480380	4
1828	268480381	4
1829	268480382	4
1830	268480383	4
1831	268480384	4
1832	268480385	4
1833	268480386	4
1834	268480387	4
1835	268480388	4
1836	268480389	4
1837	268480390	4
1838	268480391	4
1839	268480392	4
1840	268480393	4
1841	268480394	4
1842	268480395	4
1843	268480396	4
1844	268480397	4
1845	268480398	4
1846	268480399	4
1847	268480400	4
1848	268480401	4
1849	268480402	4
1850	268480403	4
1851	268480404	4
1852	268480405	4
1853	268480406	4
1854	268480407	4
1855	268480408	4
1856	268480409	4
1857	268480410	4
1858	268480411	4
1859	268480412	4
1860	268480413	4
1861	268480414	4
1862	268480415	4
1863	268480416	4
1864	268480417	4
1865	268480418	4
1866	268480419	4
1867	268480420	4
1868	268480421	4
1869	268480422	4
1870	268480423	4
1871	268480424	4
1872	268480425	4
1873	268480426	4
1874	268480427	4
1875	268480428	4
1876	268480429	4
1877	268480430	4
1878	268480431	4
1879	268480432	4
1880	268480433	4
1881	268480434	4
1882	268480435	4
1883	268480436	4
1884	268480437	4
1885	268480438	4
1886	268480439	4
1887	268480440	4
1888	268480441	4
1889	268480442	4
1890	268480443	4
1891	268480444	4
1892	268480445	4
1893	268480446	4
1894	268480447	4
1895	268480448	4
1896	268480449	4
1897	268480450	4
1898	268480451	4
1899	268480452	4
1900	268480453	4
1901	268480454	4
1902	268480455	4
1903	268480456	4
1904	268480457	4
1905	268480458	4
1906	268480459	4
1907	268480460	4
1908	268480461	4
1909	268480462	4
1910	268480463	4
1911	268480464	4
1912	268480465	4
1913	268480466	4
1914	268480467	4
1915	268480468	4
1916	268480469	4
1917	268480470	4
1918	268480471	4
1919	268480472	4
1920	268480473	4
1921	268480474	4
1922	268480475	4
1923	268480476	4
1924	268480477	4
1925	268480478	4
1926	268480479	4
1927	268480480	4
1928	268480481	4
1929	268480482	4
1930	268480483	4
1931	268480484	4
1932	268480485	4
1933	268480486	4
1934	268480487	4
1935	268480488	4
1936	268480489	4
1937	268480490	4
1938	268480491	4
1939	268480492	4
1940	268480493	4
1941	268480494	4
1942	268480495	4
1943	268480496	4
1944	268480497	4
1945	268480498	4
1946	268480499	4
1947	268480500	4
1948	268480501	4
1949	268480502	4
1950	268480503	4
1951	268480504	4
1952	268480505	4
1953	268480506	4
1954	268480507	4
1955	268480508	4
1956	268480509	4
1957	268480510	4
1958	268480511	4
1959	268480512	4
1960	268480513	4
1961	268480514	4
1962	268480515	4
1963	268480516	4
1964	268480517	4
1965	268480518	4
1966	268480519	4
1967	268480520	4
1968	268480521	4
1969	268480522	4
1970	268480523	4
1971	268480524	4
1972	268480525	4
1973	268480526	4
1974	268480527	4
1975	268480528	4
1976	268480529	4
1977	268480530	4
1978	268480531	4
1979	268480532	4
1980	268480533	4
1981	268480534	4
1982	268480535	4
1983	268480536	4
1984	268480537	4
1985	268480538	4
1986	268480539	4
1987	268480540	4
1988	268480541	4
1989	268480542	4
1990	268480543	4
1991	268480544	4
1992	268480545	4
1993	268480546	4
1994	268480547	4
1995	268480548	4
1996	268480549	4
1997	268480550	4
1998	268480551	4
1999	268480552	4
2000	268480553	4
2001	268480554	4
2002	268480555	4
2003	268480556	4
2004	268480557	4
2005	268480558	4
2006	268480559	4
2007	268480560	4
2008	268480561	4
2009	268480562	4
2010	268480563	4
2011	268480564	4
2012	268480565	4
2013	268480566	4
2014	268480567	4
2015	268480568	4
2016	268480569	4
2017	268480570	4
2018	268480571	4
2019	268480572	4
2020	268480573	4
2021	268480574	4
2022	268480575	4
2023	268480576	4
2024	268480577	4
2025	268480578	4
2026	268480579	4
2027	268480580	4
2028	268480581	4
2029	268480582	4
2030	268480583	4
2031	268480584	4
2032	268480585	4
2033	268480586	4
2034	268480587	4
2035	268480588	4
2036	268480589	4
2037	268480590	4
2038	268480591	4
2039	268480592	4
2040	268480593	4
2041	268480594	4
2042	268480595	4
2043	268480596	4
2044	268480597	4
2045	268480598	4
2046	268480599	4
2047	268480600	4
2048	268480601	4
2049	268480602	4
2050	268480603	4
2051	268480604	4
2052	268480605	4
2053	268480606	4
2054	268480607	4
2055	268480608	4
2056	268480609	4
2057	268480610	4
2058	268480611	4
2059	268480612	4
2060	268480613	4
2061	268480614	4
2062	268480615	4
2063	268480616	4
2064	268480617	4
2065	268480618	4
2066	268480619	4
2067	268480620	4
2068	268480621	4
2069	268480622	4
2070	268480623	4
2071	268480624	4
2072	268480625	4
2073	268480626	4
2074	268480627	4
2075	268480628	4
2076	268480629	4
2077	268480630	4
2078	268480631	4
2079	268480632	4
2080	268480633	4
2081	268480634	4
2082	268480635	4
2083	268480636	4
2084	268480637	4
2085	268480638	4
2086	268480639	4
2087	268480640	4
2088	268480641	4
2089	268480642	4
2090	268480643	4
2091	268480644	4
2092	268480645	4
2093	268480646	4
2094	268480647	4
2095	268480648	4
2096	268480649	4
2097	268480650	4
2098	268480651	4
2099	268480652	4
2100	268480653	4
2101	268480654	4
2102	268480655	4
2103	268480656	4
2104	268480657	4
2105	268480658	4
2106	268480659	4
2107	268480660	4
2108	268480661	4
2109	268480662	4
2110	268480663	4
2111	268480664	4
2112	268480665	4
2113	268480666	4
2114	268480667	4
2115	268480668	4
2116	268480669	4
2117	268480670	4
2118	268480671	4
2119	268480672	4
2120	268480673	4
2121	268481174	1
2122	268481175	2
2123	268481176	2
2124	268481186	4
2125	268481187	4
2126	268481188	4
2127	268481189	4
2128	268481190	4
2129	268481191	4
2130	268481193	4
2131	268481194	4
2132	268481195	4
2133	268481196	4
2134	268481197	4
2135	268481198	4
2136	268481199	4
2137	268481200	4
2138	268481201	4
2139	268481202	4
2140	268481192	4
2141	268481203	4
2142	268481204	4
2143	268481205	4
2144	268481206	4
2145	268481207	4
2146	268481244	4
2147	268481245	4
2148	268481246	4
2149	268481247	4
2150	268481248	4
2151	268481249	4
2152	268481250	4
2153	268481251	4
2154	268481252	4
2155	268481253	4
2156	268481254	4
2157	268481255	4
2158	268481256	4
2159	268481257	4
2160	268481258	4
2161	268481259	4
2162	268481260	4
2163	268481261	4
2164	268481262	4
2165	268481278	4
2166	268481264	4
2167	268481265	4
2168	268481266	4
2169	268481267	4
2170	268481263	4
2171	268481269	4
2172	268481270	4
2173	268481271	4
2174	268481272	4
2175	268481268	4
2176	268481273	4
2177	268481274	4
2178	268481275	4
2179	268481276	4
2180	268481277	4
2181	268481279	4
2182	268481280	4
2183	268481281	4
2184	268481282	4
2185	268481283	4
2186	268481284	4
2187	268481291	4
2188	268481292	4
2189	268481293	4
2190	268481294	4
2191	268481295	4
2192	268481296	4
2193	268481285	4
2194	268481286	4
2195	268481287	4
2196	268481288	4
2197	268481289	4
2198	268481290	4
2199	268481297	4
2200	268481298	4
2201	268481299	4
2202	268481300	4
2203	268481301	4
2204	268481302	4
2205	268481220	4
2206	268481221	4
2207	268481222	4
2208	268481223	4
2209	268481224	4
2210	268481225	4
2211	268481226	4
2212	268481227	4
2213	268481228	4
2214	268481229	4
2215	268481230	4
2216	268481231	4
2217	268481232	4
2218	268481233	4
2219	268481234	4
2220	268481235	4
2221	268481236	4
2222	268481237	4
2223	268481238	4
2224	268481239	4
2225	268481240	4
2226	268481241	4
2227	268481242	4
2228	268481243	4
2229	268484223	4
2230	268484224	4
2231	268484225	4
2232	268484226	4
2233	268484227	4
2234	268484228	4
2235	268484229	4
2236	268484230	4
2237	268484098	4
2238	268484099	4
2239	268484100	4
2240	268484101	4
2241	268484102	4
2242	268484103	4
2243	268484104	4
2244	268484105	4
2245	268484106	4
2246	268484107	4
2247	268484108	4
2248	268484109	4
2249	268484110	4
2250	268484111	4
2251	268484112	4
2252	268484113	4
2253	268484114	4
2254	268484115	4
2255	268484116	4
2256	268484117	4
2257	268484197	4
2258	268484198	4
2259	268484199	4
2260	268484200	4
2261	268484201	4
2262	268484202	4
2263	268484203	4
2264	268484204	4
2265	268484205	4
2266	268484206	4
2267	268484207	4
2268	268484208	4
2269	268484209	4
2270	268484210	4
2271	268484211	4
2272	268484212	4
2273	268484213	4
2274	268484214	4
2275	268484215	4
2276	268484216	4
2277	268484674	4
2278	268484675	4
2279	268484676	4
2280	268484677	4
2281	268484589	4
2282	268484590	4
2283	268484591	4
2284	268484592	4
2285	268484593	4
2286	268484594	4
2287	268484595	4
2288	268484596	4
2289	268484597	4
2290	268484598	4
2291	268484599	4
2292	268484600	4
2293	268484601	4
2294	268484602	4
2295	268484603	4
2296	268484604	4
2297	268484605	4
2298	268484606	4
2299	268484607	4
2300	268484608	4
2301	268484609	4
2302	268484610	4
2303	268484611	4
2304	268484612	4
2305	268484613	4
2306	268484614	4
2307	268484615	4
2308	268484616	4
2309	268484617	4
2310	268484618	4
2311	268484619	4
2312	268484620	4
2313	268484621	4
2314	268484622	4
2315	268484623	4
2316	268484624	4
2317	268484625	4
2318	268484626	4
2319	268484747	4
2320	268484748	4
2321	268484749	4
2322	268484750	4
2323	268484751	4
2324	268484752	4
2325	268484753	4
2326	268484754	4
2327	268484755	4
2328	268484756	4
2329	268484757	4
2330	268484758	4
2331	268484759	4
2332	268484760	4
2333	268484761	4
2334	268484762	4
2335	268484763	4
2336	268484764	4
2337	268484765	4
2338	268484766	4
2339	268484767	4
2340	268484768	4
2341	268484769	4
2342	268484770	4
2343	268484771	4
2344	268484772	4
2345	268484773	4
2346	268484774	4
2347	268484775	4
2348	268484776	4
2349	268484777	4
2350	268484778	4
2351	268484779	4
2352	268484780	4
2353	268484781	4
2354	268484782	4
2355	268484783	4
2356	268484784	4
2357	268484785	4
2358	268484786	4
2359	268484787	4
2360	268484788	4
2361	268484789	4
2362	268484790	4
2363	268484791	4
2364	268484792	4
2365	268484793	4
2366	268484794	4
2367	268484795	4
2368	268484796	4
2369	268484797	4
2370	268484798	4
2371	268484799	4
2372	268484807	4
2373	268484808	4
2374	268484809	4
2375	268484810	4
2376	268484811	4
2377	268484812	4
2378	268484813	4
2379	268484814	4
2380	268484815	4
2381	268484816	4
2382	268484817	4
2383	268484818	4
2384	268484819	4
2385	268484820	4
2386	268484821	4
2387	268484822	4
2388	268484823	4
2389	268484824	4
2390	268484825	4
2391	268484826	4
2392	268484827	4
2393	268484828	4
2394	268484829	4
2395	268484830	4
2396	268484831	4
2397	268484832	4
2398	268484833	4
2399	268484834	4
2400	268484835	4
2401	268484836	4
2402	268484837	4
2403	268484838	4
2404	268484839	4
2405	268484840	4
2406	268484841	4
2407	268484842	4
2408	268484843	4
2409	268484844	4
2410	268484845	4
2411	268484846	4
2412	268484847	4
2413	268484848	4
2414	268484849	4
2415	268484850	4
2416	268484851	4
2417	268484906	4
2418	268484907	4
2419	268484908	4
2420	268484909	4
2421	268484910	4
2422	268487346	4
2423	268487347	4
2424	268487348	4
2425	268487349	4
2426	268487350	4
2427	268487351	4
2428	268487352	4
2429	268487353	4
2430	268487354	4
2431	268487355	4
2432	268487356	4
2433	268487357	4
2434	268487358	4
2435	268487359	4
2436	268487360	4
2437	268487361	4
2438	268487362	4
2439	268487363	4
2440	268487364	4
2441	268487365	4
2442	268487366	4
2443	268487367	4
2444	268487368	4
2445	268487369	4
2446	268487370	4
2447	268487371	4
2448	268487372	4
2449	268487373	4
2450	268487374	4
2451	268487375	4
2452	268487376	4
2453	268487377	4
2454	268487378	4
2455	268487379	4
2456	268487380	4
2457	268487381	4
2458	268487382	4
2459	268487383	4
2460	268487384	4
2461	268487385	4
2462	268487386	4
2463	268487387	4
2464	268487388	4
2465	268487389	4
2466	268487390	4
2467	268487391	4
2468	268487392	4
2469	268487393	4
2470	268487394	4
2471	268487395	4
2472	268487396	4
2473	268487397	4
2474	268487398	4
2475	268487399	4
2476	268487400	4
2477	268487401	4
2478	268487402	4
2479	268487403	4
2480	268487404	4
2481	268487405	4
2482	268487406	4
2483	268487407	4
2484	268487408	4
2485	268487409	4
2486	268487410	4
2487	268487411	4
2488	268487412	4
2489	268487413	4
2490	268487414	4
2491	268487424	4
2492	268487425	4
2493	268487426	4
2494	268487427	4
2495	268487428	4
2496	268487429	4
2497	268487430	4
2498	268487431	4
2499	268487432	4
2500	268487433	4
2501	268487434	4
2502	268487435	4
2503	268487436	4
2504	268487437	4
2505	268487438	4
2506	268487439	4
2507	268487440	4
2508	268487441	4
2509	268487442	4
2510	268487443	4
2511	268487444	4
2512	268487445	4
2513	268487446	4
2514	268487447	4
2515	268487448	4
2516	268487449	4
2517	268487450	4
2518	268487451	4
2519	268487452	4
2520	268487453	4
2521	268487454	4
2522	268487455	4
2523	268487456	4
2524	268487457	4
2525	268487458	4
2526	268487459	4
2527	268487460	4
2528	268487461	4
2529	268487462	4
2530	268487463	4
2531	268487464	4
2532	268487465	4
2533	268487466	4
2534	268487467	4
2535	268487468	4
2536	268487469	4
2537	268487470	4
2538	268487471	4
2539	268487472	4
2540	268487473	4
2541	268487474	4
2542	268487475	4
2543	268487476	4
2544	268487477	4
2545	268487478	4
2546	268487479	4
2547	268487480	4
2548	268487481	4
2549	268487482	4
2550	268487483	4
2551	268487484	4
2552	268487485	4
2553	268487486	4
2554	268487487	4
2555	268487488	4
2556	268487489	4
2557	268487490	4
2558	268487491	4
2559	268487492	4
2560	268488022	4
2561	268488023	4
2562	268488024	4
2563	268488025	4
2564	268488026	4
2565	268488027	4
2566	268488028	4
2567	268488029	4
2568	268488030	4
2569	268488031	4
2570	268488032	4
2571	268488033	4
2572	268488034	4
2573	268488035	4
2574	268488036	4
2575	268488037	4
2576	268488038	4
2577	268488039	4
2578	268488040	4
2579	268488041	4
2580	268488042	4
2581	268488043	4
2582	268488044	4
2583	268488045	4
2584	268488046	4
2585	268488047	4
2586	268488048	4
2587	268488049	4
2588	268488050	4
2589	268488051	4
2590	268488052	4
2591	268488299	4
2592	268488300	4
2593	268488301	4
2594	268488302	4
2595	268488303	4
2596	268488304	4
2597	268488305	4
2598	268488306	4
2599	268488307	4
2600	268488308	4
2601	268488309	4
2602	268488310	4
2603	268488311	4
2604	268488312	4
2605	268488313	4
2606	268488314	4
2607	268488315	4
2608	268488316	4
2609	268488317	4
2610	268488318	4
2611	268488319	4
2612	268488320	4
2613	268488321	4
2614	268488322	4
2615	268488323	4
2616	268488324	4
2617	268488325	4
2618	268488326	4
2619	268488327	4
2620	268488328	4
2621	268488329	4
2622	268488330	4
2623	268488331	4
2624	268488332	4
2625	268488333	4
2626	268488334	4
2627	268488335	4
2628	268488336	4
2629	268488337	4
2630	268488338	4
2631	268488339	4
2632	268488340	4
2633	268488341	4
2634	268488342	4
2635	268488343	4
2636	268488344	4
2637	268488345	4
2638	268488346	4
2639	268488347	4
2640	268488348	4
2641	268488349	4
2642	268488350	4
2643	268488351	4
2644	268488352	4
2645	268488353	4
2646	268488354	4
2647	268488355	4
2648	268488356	4
2649	268488357	4
2650	268488358	4
2651	268488359	4
2652	268488360	4
2653	268488416	4
2654	268488417	4
2655	268488418	4
2656	268488419	4
2657	268488420	4
2658	268488421	4
2659	268488422	4
2660	268488423	4
2661	268488613	1
2662	268488614	1
2663	268488615	1
2664	268488616	1
2665	268488617	2
2666	268488618	2
2667	268488619	2
2668	268488620	2
2669	268488621	4
2670	268488622	4
2671	268488623	4
2672	268488624	4
2673	268488625	4
2674	268488626	4
2675	268488627	4
2676	268488628	4
2677	268488631	4
2678	268488632	4
2679	268488655	4
2680	268488656	4
2681	268488657	4
2682	268488658	4
2683	268488659	4
2684	268488660	4
2685	268488639	4
2686	268488640	4
2687	268488641	4
2688	268488642	4
2689	268488643	4
2690	268488644	4
2691	268488661	4
2692	268488662	4
2693	268488663	4
2694	268488664	4
2695	268488665	4
2696	268488645	4
2697	268488646	4
2698	268488647	4
2699	268488648	4
2700	268488649	4
2701	268488650	4
2702	268488651	4
2703	268488652	4
2704	268488653	4
2705	268488654	4
2706	268488700	4
2707	268488701	4
2708	268488702	4
2709	268488703	4
2710	268488704	4
2711	268488705	4
2712	268488706	4
2713	268488707	4
2714	268488708	4
2715	268488709	4
2716	268488710	4
2717	268488711	4
2718	268488712	4
2719	268488713	4
2720	268488714	4
2721	268488715	4
2722	268488716	4
2723	268488717	4
2724	268488718	4
2725	268488719	4
2726	268488720	4
2727	268488721	4
2728	268488722	4
2729	268488723	4
2730	268488724	4
2731	268488725	4
2732	268488726	4
2733	268488727	4
2734	268488728	4
2735	268488729	4
2736	268488730	4
2737	268488731	4
2738	268488732	4
2739	268488733	4
2740	268488734	4
2741	268488735	4
2742	268488736	4
2743	268488737	4
2744	268488738	4
2745	268488739	4
2746	268488740	4
2747	268488741	4
2748	268488742	4
2749	268488743	4
2750	268488744	4
2751	268488745	4
2752	268488746	4
2753	268488747	4
2754	268488748	4
2755	268488749	4
2756	268488750	4
2757	268488751	4
2758	268488752	4
2759	268488753	4
2760	268488754	4
2761	268488755	4
2762	268488756	4
2763	268488757	4
2764	268488758	4
2765	268488759	4
2766	268488760	4
2767	268488761	4
2768	268488809	4
2769	268488810	4
2770	268488811	4
2771	268488812	4
2772	268488813	4
2773	268488814	4
2774	268488815	4
2775	268488816	4
2776	268488817	4
2777	268488818	4
2778	268488819	4
2779	268488820	4
2780	268488821	4
2781	268488822	4
2782	268488823	4
2783	268488824	4
2784	268488825	4
2785	268488826	4
2786	268488827	4
2787	268488828	4
2788	268488829	4
2789	268488830	4
2790	268488831	4
2791	268488832	4
2792	268488833	4
2793	268488834	4
2794	268488835	4
2795	268488836	4
2796	268488837	4
2797	268488838	4
2798	268488839	4
2799	268488840	4
2800	268488841	4
2801	268488842	4
2802	268488843	4
2803	268488844	4
2804	268488845	4
2805	268488846	4
2806	268488847	4
2807	268488848	4
2808	268488849	4
2809	268488850	4
2810	268488851	4
2811	268488852	4
2812	268488853	4
2813	268488854	4
2814	268488855	4
2815	268488856	4
2816	268488857	4
2817	268488858	4
2818	268488859	4
2819	268488860	4
2820	268488861	4
2821	268488862	4
2822	268488863	4
2823	268488864	4
2824	268488865	4
2825	268488866	4
2826	268488867	4
2827	268488868	4
2828	268488869	4
2829	268488870	4
2830	268488871	4
2831	268488872	4
2832	268488914	4
2833	268488915	4
2834	268488916	4
2835	268488917	4
2836	268488918	4
2837	268488919	4
2838	268488920	4
2839	268488921	4
2840	268488922	4
2841	268488923	4
2842	268488924	4
2843	268488925	4
2844	268488926	4
2845	268488927	4
2846	268488928	4
2847	268488929	4
2848	268488930	4
2849	268488931	4
2850	268488932	4
2851	268488933	4
2852	268488934	4
2853	268488935	4
2854	268488936	4
2855	268488937	4
2856	268488938	4
2857	268488939	4
2858	268488940	4
2859	268488941	4
2860	268488942	4
2861	268488943	4
2862	268489009	4
2863	268489010	4
2864	268489011	4
2865	268489012	4
2866	268489013	4
2867	268489310	4
2868	268489311	4
2869	268489312	4
2870	268489313	4
2871	268489314	4
2872	268489315	4
2873	268489316	4
2874	268489317	4
2875	268489318	4
2876	268489319	4
2877	268489320	4
2878	268489321	4
2879	268489322	4
2880	268489323	4
2881	268489324	4
2882	268489325	4
2883	268489326	4
2884	268489327	4
2885	268489328	4
2886	268489329	4
2887	268489330	4
2888	268489331	4
2889	268489332	4
2890	268489333	4
2891	268489334	4
2892	268489335	4
2893	268489336	4
2894	268489337	4
2895	268489338	4
2896	268489339	4
2897	268489340	4
2898	268489341	4
2899	268489342	4
2900	268489343	4
2901	268489344	4
2902	268489345	4
2903	268489346	4
2904	268489347	4
2905	268489348	4
2906	268489349	4
2907	268489350	4
2908	268489351	4
2909	268489352	4
2910	268489353	4
2911	268489354	4
2912	268489355	4
2913	268489356	4
2914	268489357	4
2915	268489358	4
2916	268489359	4
2917	268489360	4
2918	268489361	4
2919	268489362	4
2920	268489363	4
2921	268489364	4
2922	268489365	4
2923	268489366	4
2924	268489367	4
2925	268489368	4
2926	268489369	4
2927	268489370	4
2928	268489371	4
2929	268489372	4
2930	268489373	4
2931	268489374	4
2932	268489375	4
2933	268489376	4
2934	268489377	4
2935	268489378	4
2936	268489379	4
2937	268489380	4
2938	268489381	4
2939	268489382	4
2940	268489383	4
2941	268489384	4
2942	268489385	4
2943	268489386	4
2944	268489387	4
2945	268489388	4
2946	268489389	4
2947	268489390	4
2948	268489391	4
2949	268489392	4
2950	268489393	4
2951	268489394	4
2952	268489395	4
2953	268489396	4
2954	268489397	4
2955	268489398	4
2956	268489399	4
2957	268489400	4
2958	268489401	4
2959	268489402	4
2960	268489403	4
2961	268489404	4
2962	268489405	4
2963	268489406	4
2964	268489407	4
2965	268489408	4
2966	268489409	4
2967	268489410	4
2968	268489411	4
2969	268489412	4
2970	268489413	4
2971	268489414	4
2972	268489415	4
2973	268489416	4
2974	268489417	4
2975	268489418	4
2976	268489419	4
2977	268489420	4
2978	268489421	4
2979	268489422	4
2980	268489423	4
2981	268489424	4
2982	268489425	4
2983	268489426	4
2984	268489427	4
2985	268489428	4
2986	268489429	4
2987	268489430	4
2988	268489431	4
2989	268489432	4
2990	268489433	4
2991	268489434	4
2992	268489435	4
2993	268489436	4
2994	268489437	4
2995	268489438	4
2996	268489439	4
2997	268489440	4
2998	268489441	4
2999	268489442	4
3000	268489443	4
3001	268489444	4
3002	268489445	4
3003	268489446	4
3004	268489447	4
3005	268489448	4
3006	268489449	4
3007	268489450	4
3008	268489451	4
3009	268489452	4
3010	268489453	4
3011	268489454	4
3012	268489455	4
3013	268489456	4
3014	268489457	4
3015	268489458	4
3016	268489459	4
3017	268489460	4
3018	268489461	4
3019	268489462	4
3020	268489463	4
3021	268489464	4
3022	268489465	4
3023	268489466	4
3024	268489467	4
3025	268489468	4
3026	268489469	4
3027	268489470	4
3028	268489471	4
3029	268489472	4
3030	268489473	4
3031	268489474	4
3032	268489475	4
3033	268489476	4
3034	268489477	4
3035	268489478	4
3036	268489479	4
3037	268489480	4
3038	268489481	4
3039	268489482	4
3040	268489483	4
3041	268489484	4
3042	268489485	4
3043	268489486	4
3044	268489487	4
3045	268489488	4
3046	268489489	4
3047	268489490	4
3048	268489491	4
3049	268489492	4
3050	268489493	4
3051	268489494	4
3052	268489495	4
3053	268489496	4
3054	268489497	4
3055	268489498	4
3056	268489499	4
3057	268489500	4
3058	268489501	4
3059	268489502	4
3060	268489503	4
3061	268489504	4
3062	268489505	4
3063	268489506	4
3064	268489507	4
3065	268489508	4
3066	268489509	4
3067	268489510	4
3068	268489511	4
3069	268489512	4
3070	268489513	4
3071	268489514	4
3072	268489515	4
3073	268489516	4
3074	268489517	4
3075	268489518	4
3076	268489519	4
3077	268489520	4
3078	268489521	4
3079	268489522	4
3080	268489523	4
3081	268489524	4
3082	268489533	4
3083	268489534	4
3084	268489535	4
3085	268489536	4
3086	268489537	4
3087	268489538	4
3088	268489539	4
3089	268489540	4
3090	268489541	4
3091	268489542	4
3092	268489739	4
3093	268489740	4
3094	268489741	4
3095	268489742	4
3096	268489743	4
3097	268489744	4
3098	268489745	4
3099	268489746	4
3100	268489747	4
3101	268489748	4
3102	268489749	4
3103	268489750	4
3104	268489751	4
3105	268489752	4
3106	268489753	4
3107	268489754	4
3108	268489755	4
3109	268489756	4
3110	268489757	4
3111	268489758	4
3112	268489759	4
3113	268489760	4
3114	268489761	4
3115	268489762	4
3116	268489763	4
3117	268489764	4
3118	268489765	4
3119	268489766	4
3120	268489767	4
3121	268489768	4
3122	268489769	4
3123	268489770	4
3124	268489771	4
3125	268489772	4
3126	268489773	4
3127	268489774	4
3128	268489775	4
3129	268489776	4
3130	268489777	4
3131	268489778	4
3132	268489779	4
3133	268489780	4
3134	268489781	4
3135	268489782	4
3136	268489783	4
3137	268489784	4
3138	268489785	4
3139	268489786	4
3140	268489787	4
3141	268489788	4
3142	268489789	4
3143	268489790	4
3144	268489791	4
3145	268489792	4
3146	268489793	4
3147	268489794	4
3148	268489795	4
3149	268489796	4
3150	268489797	4
3151	268489798	4
3152	268489799	4
3153	268489800	4
3154	268489801	4
3155	268489802	4
3156	268489803	4
3157	268489804	4
3158	268489805	4
3159	268489806	4
3160	268489807	4
3161	268489808	4
3162	268489809	4
3163	268489810	4
3164	268489811	4
3165	268489812	4
3166	268489813	4
3167	268489814	4
3168	268489815	4
3169	268489816	4
3170	268489817	4
3171	268489818	4
3172	268489819	4
3173	268489820	4
3174	268489821	4
3175	268489822	4
3176	268489823	4
3177	268489824	4
3178	268489825	4
3179	268489826	4
3180	268489827	4
3181	268489828	4
3182	268489829	4
3183	268489830	4
3184	268489831	4
3185	268489832	4
3186	268489833	4
3187	268489834	4
3188	268489835	4
3189	268489836	4
3190	268489837	4
3191	268489838	4
3192	268489839	4
3193	268489840	4
3194	268489841	4
3195	268489842	4
3196	268489843	4
3197	268489844	4
3198	268489845	4
3199	268489846	4
3200	268489847	4
3201	268489848	4
3202	268489849	4
3203	268489850	4
3204	268489851	4
3205	268489852	4
3206	268489853	4
3207	268489854	4
3208	268489855	4
3209	268489856	4
